frame.time_epoch,frame.time_delta,frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.len,label
"1765647785.254091318","0.002660186","66","6","21","44978","0x0010","0",0
"1765647804.220175875","18.966084557","74","6","56952","23","0x0002","0",0
"1765647804.222118026","0.001942151","74","6","23","56952","0x0012","0",0
"1765647804.222152964","0.000034938","66","6","56952","23","0x0010","0",0
"1765647804.230790136","0.008637172","99","6","56952","23","0x0018","33",0
"1765647804.232058435","0.001268299","66","6","23","56952","0x0010","0",0
"1765647804.234322113","0.002263678","60",,,,,,0
"1765647804.306779729","0.072457616","78","6","23","56952","0x0018","12",0
"1765647804.306815615","0.000035886","66","6","56952","23","0x0010","0",0
"1765647804.308952196","0.002136581","111","6","23","56952","0x0018","45",0
"1765647804.308974354","0.000022158","66","6","56952","23","0x0010","0",0
"1765647804.310743166","0.001768812","157","6","56952","23","0x0018","91",0
"1765647804.312577348","0.001834182","66","6","23","56952","0x0010","0",0
"1765647804.314064643","0.001487295","69","6","23","56952","0x0018","3",0
"1765647804.314299290","0.000234647","69","6","56952","23","0x0018","3",0
"1765647804.320187229","0.005887939","69","6","23","56952","0x0018","3",0
"1765647804.320396117","0.000208888","69","6","56952","23","0x0018","3",0
"1765647804.322612248","0.002216131","686","6","23","56952","0x0018","620",0
"1765647804.366136545","0.043524297","66","6","56952","23","0x0010","0",0
"1765647806.565930107","2.199793562","67","6","56952","23","0x0018","1",0
"1765647806.567906360","0.001976253","67","6","23","56952","0x0018","1",0
"1765647806.567933718","0.000027358","66","6","56952","23","0x0010","0",0
"1765647807.131477167","0.563543449","67","6","56952","23","0x0018","1",0
"1765647807.136043347","0.004566180","67","6","23","56952","0x0018","1",0
